drift DRIFT 0.097688 0.017000 
rfcavity LS1_CB03:CAV3_D1372 0.300000 0.017000 80.500000 1.000000 -21.000000
drift DRIFT 0.097688 0.017000 
rfcavity LS1_CB03:CAV4_D1376 0.300000 0.017000 80.500000 1.000000 -21.000000
drift DRIFT 0.095595 0.017000 
mark LS1_CB03:BPM_D1379 0.000000 -28.000000 
drift DRIFT 0.055880 0.020000 
drift DRIFT 0.076136 0.020000 
solenoid LS1_CB03:SOL2_D1383 0.250000 0.020000 5.300000 
mark LS1_CB03:DCH_D1383 0.000000 -21.000000 0.020000 0.000000 0.000000 0.000000 0.000000
mark LS1_CB03:DCV_D1383 0.000000 -21.000000 0.020000 0.000000 0.000000 0.000000 0.000000
solenoid LS1_CB03:SOL2_D1383 0.250000 0.020000 5.300000 
drift DRIFT 0.076136 0.020000 
drift DRIFT 0.098602 0.020000 
rfcavity LS1_CB03:CAV5_D1388 0.300000 0.017000 80.500000 1.000000 -21.000000
drift DRIFT 0.097688 0.017000 
rfcavity LS1_CB03:CAV6_D1392 0.300000 0.017000 80.500000 1.000000 -21.000000
drift DRIFT 0.097688 0.017000 
rfcavity LS1_CB03:CAV7_D1396 0.300000 0.017000 80.500000 1.000000 -21.000000
drift DRIFT 0.095595 0.017000 
mark LS1_CB03:BPM_D1399 0.000000 -28.000000 
drift DRIFT 0.055880 0.020000 
drift DRIFT 0.076136 0.020000 
solenoid LS1_CB03:SOL3_D1403 0.250000 0.020000 6.120000 
mark LS1_CB03:DCH_D1403 0.000000 -21.000000 0.020000 0.000000 0.000000 0.000000 0.000000
mark LS1_CB03:DCV_D1403 0.000000 -21.000000 0.020000 0.000000 0.000000 0.000000 0.000000
solenoid LS1_CB03:SOL3_D1403 0.250000 0.020000 6.120000 
drift DRIFT 0.076136 0.020000 
drift DRIFT 0.098602 0.020000 
rfcavity LS1_CB03:CAV8_D1408 0.300000 0.017000 80.500000 1.000000 -40.000000
drift DRIFT 0.175312 0.017000 
drift DRIFT 0.072000 0.020000 
drift DRIFT 0.116000 0.020000 
mark LS1_WB03:BPM_D1413 0.000000 -28.000000 
drift DRIFT 0.074000 0.020000 
mark LS1_WB03:PM_D1414 0.000000 -28.000000 
drift DRIFT 0.091000 0.020000 
drift LS1_WB03:PORT_D1415 0.000000 0.020000 
drift DRIFT 0.099000 0.020000 
drift DRIFT 0.072000 0.020000 
drift DRIFT 0.175312 0.020000 
